ticker,name,market,fund_type,is_leveraged_inverse,issuer,tracked_index,inception_date,listing_date,data_start_date,category_raw,twse_levinv_flag,units_issued,full_name,en_name,source
00901,永豐智能車供應鏈,TWSE,passive_equity,False,陳思寬,臺灣指數公司特選上市上櫃臺灣智能車供應鏈聯盟指數,2021-12-06,2021-12-15,2024-01-01,國內成分證券指數股票型基金,否,65349000,永豐台灣智能車供應鏈ETF證券投資信託基金,SinoPac Taiwan Electric Vehicle Supply Chain ETF,twse_opendata
00902,中信電池及儲能,TWSE,passive_equity,False,陳金榮,NYSE FactSet 電池與儲能科技指數,2022-01-18,2022-01-25,2024-01-01,國外成分證券指數股票型基金,是,238497000,中國信託電池及儲能科技ETF證券投資信託基金,CTBC Battery and Energy Storage Technology ETF,twse_opendata
00903,富邦元宇宙,TWSE,passive_equity,False,黃昭棠,Solactive元宇宙指數,2022-01-14,2022-01-24,2024-01-01,國外成分證券指數股票型基金,是,53221000,富邦元宇宙ETF證券投資信託基金,Fubon Solactive Metaverse ETF,twse_opendata
00904,新光臺灣半導體30,TWSE,passive_equity,False,賴昭吟,臺灣指數公司臺灣全市場半導體精選30指數,2022-02-23,2022-03-07,2024-01-01,國內成分證券指數股票型基金,否,172112000,新光臺灣全市場半導體精選30ETF證券投資信託基金,Shin Kong TIP Taiwan Semiconductor 30 ETF,twse_opendata
00905,FT臺灣Smart,TWSE,passive_equity,False,黃書明,臺灣指數公司特選Smart多因子指數,2022-04-13,2022-04-21,2024-01-01,國內成分證券指數股票型基金,否,333827000,富蘭克林華美臺灣Smart ETF證券投資信託基金,Franklin Templeton SinoAm Taiwan Smart ETF,twse_opendata
00906,大華元宇宙科技50,TWSE,passive_equity,False,張文傑,Solactive元宇宙科技與服務指數,2022-05-06,2022-05-17,2024-01-01,國外成分證券指數股票型基金,是,1271000,大華銀元宇宙科技與服務ETF證券投資信託基金,United Metaverse Technology and Services ETF,twse_opendata
00907,永豐優息存股,TWSE,passive_equity,False,陳思寬,臺灣指數公司特選臺灣優選入息存股指數,2022-05-17,2022-05-24,2024-01-01,國內成分證券指數股票型基金,否,185633000,永豐台灣優選入息存股ETF證券投資信託基金,SinoPac Taiwan Superior Dividend Highlight Stocks ETF,twse_opendata
00908,富邦入息REITs+,TWSE,passive_equity,False,黃昭棠,全球入息不動產與基礎建設指數,2022-05-10,2022-05-20,2024-01-01,國外成分證券指數股票型基金,是,36916000,富邦全球入息不動產與基礎建設ETF證券投資信託基金,Fubon Global Dividend REITs and Infrastructure ETF,twse_opendata
00909,國泰全球數位支付服務ETF基金,TWSE,passive_equity,False,李偉正,Solactive全球數位支付服務指數,2022-07-01,2022-07-13,2024-01-01,國外成分證券指數股票型基金,是,142204000,國泰全球數位支付服務ETF證券投資信託基金,Cathay Global Digital Payment Services ETF,twse_opendata
00910,第一金太空衛星,TWSE,passive_equity,False,尤昭文,太空衛星指數,2022-07-12,2022-07-20,2024-01-01,國外成分證券指數股票型基金,是,91939000,第一金太空衛星ETF證券投資信託基金,FSITC Aerospace and Satellite ETF,twse_opendata
00911,兆豐洲際半導體,TWSE,passive_equity,False,陳佩君,洲際半導體指數,2022-06-17,2022-06-27,2024-01-01,國外成分證券指數股票型基金,是,18403000,兆豐洲際半導體ETF證券投資信託基金,Mega ICE Semiconductor ETF,twse_opendata
00912,中信臺灣智慧50,TWSE,passive_equity,False,陳金榮,臺灣指數公司特選臺灣上市上櫃智慧50指數,2022-06-22,2022-06-29,2024-01-01,國內成分證券指數股票型基金,否,59253000,中國信託臺灣智慧50ETF證券投資信託基金,CTBC TIP Customized Taiwan Smart Factor 50 ETF,twse_opendata
00913,兆豐台灣晶圓製造ETF,TWSE,passive_equity,False,陳佩君,臺灣晶圓製造指數,2022-08-01,2022-08-08,2024-01-01,國內成分證券指數股票型基金,否,20266000,兆豐特選台灣晶圓製造 ETF證券投資信託基金,Mega Taiwan Wafer Manufacture ETF,twse_opendata
00915,凱基優選高股息30,TWSE,passive_equity,False,丁紹曾,臺灣指數公司特選臺灣上市上櫃多因子優選高股息30指數,2022-08-01,2022-08-09,2024-01-01,國內成分證券指數股票型基金,否,607483000,凱基台灣優選高股息30ETF證券投資信託基金,KGI Taiwan Premium Selection High Dividend 30 ETF,twse_opendata
00916,國泰全球品牌50,TWSE,passive_equity,False,李偉正,NYSE FactSet 全球品牌50指數,2022-09-16,2022-09-26,2024-01-01,國外成分證券指數股票型基金,是,62419000,國泰全球品牌50ETF證券投資信託基金,Cathay Global Top 50 Brands ETF,twse_opendata
00917,中信特選金融,TWSE,passive_equity,False,陳金榮,NYSE FactSet 特選金融及數據指數,2022-08-18,2022-08-26,2024-01-01,國外成分證券指數股票型基金,是,63978000,中國信託特選金融及數據ETF證券投資信託基金,CTBC Selected Financials and Data Industry ETF,twse_opendata
00918,大華優利高填息30 ETF,TWSE,passive_equity,False,張文傑,特選台灣優利高填息30指數,2022-11-15,2022-11-24,2024-01-01,國內成分證券指數股票型基金,否,3111764000,大華銀台灣優選股利高填息30ETF證券投資信託基金,United Taiwan High Dividend Recovery ETF,twse_opendata
00919,群益台灣精選高息,TWSE,passive_equity,False,賴政昇,臺灣指數公司特選臺灣上市上櫃精選高息指數,2022-10-13,2022-10-20,2024-01-01,國內成分證券指數股票型基金,否,17571635000,群益台灣精選高息ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN SELECT HIGH DIVIDEND EXCHANGE TRADED FUND,twse_opendata
00920,富邦ESG綠色電力,TWSE,passive_equity,False,黃昭棠,NYSE  FactSet 全球綠能ESG指數,2022-10-12,2022-10-20,2024-01-01,國外成分證券指數股票型基金,是,19780000,富邦全球ESG綠色電力ETF證券投資信託基金,Fubon Global ESG Green Energy ETF,twse_opendata
00921,兆豐龍頭等權重,TWSE,passive_equity,False,陳佩君,特選臺灣產業龍頭存股等權重指數,2023-01-04,2023-01-13,2024-01-01,國內成分證券指數股票型基金,否,60770000,兆豐台灣產業龍頭存股等權重ETF證券投資信託基金,Mega Taiwan Market Leader EW ETF,twse_opendata
00922,國泰台灣領袖 50,TWSE,passive_equity,False,李偉正,MSCI台灣領袖50精選指數,2023-03-16,2023-03-27,2024-01-01,國內成分證券指數股票型基金,否,2011686000,國泰台灣領袖 50 ETF 證券投資信託基金,Cathay MSCI Taiwan Leaders 50 Select ETF,twse_opendata
00923,群益台ESG低碳50,TWSE,passive_equity,False,賴政昇,臺灣指數公司特選臺灣ESG低碳50指數,2023-02-24,2023-03-08,2024-01-01,國內成分證券指數股票型基金,否,849423000,群益台灣ESG低碳50ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN ESG LOW CARBON 50 EXCHANGE TRADED FUND,twse_opendata
00924,復華S&amp;P500成長,TWSE,passive_equity,False,杜俊雄,標普500成長指數,2023-04-12,2023-04-26,2024-01-01,國外成分證券指數股票型基金,是,455103000,復華美國標普500成長ETF證券投資信託基金,Fuh Hwa US S&amp;P 500 Growth ETF,twse_opendata
00925,新光標普電動車,TWSE,passive_equity,False,劉坤錫,標普Kensho電動車市值加權指數,2023-03-31,2023-04-18,2024-01-01,國外成分證券指數股票型基金,是,1751000,新光標普電動車ETF證券投資信託基金,Shin Kong S&amp;P Electric Vehicles ETF,twse_opendata
00926,凱基全球菁英55,TWSE,passive_equity,False,丁紹曾,彭博全球菁英 55 指數,2023-05-26,2023-06-02,2024-01-01,國外成分證券指數股票型基金,是,89482000,凱基全球菁英55 ETF證券投資信託基金,KGI Global Industry Elite 55 ETF,twse_opendata
00927,群益半導體收益,TWSE,passive_equity,False,賴政昇,臺灣指數公司特選臺灣上市上櫃半導體收益指數,2023-05-29,2023-06-06,2024-01-01,國內成分證券指數股票型基金,否,754897000,群益台灣半導體收益ETF證券投資信託基金,CAPITAL TIP CUSTOMIZED TAIWAN SEMICONDUCTOR DIVIDEND YIELD EXCHANGE TRADED FUND,twse_opendata
00929,復華台灣科技優息,TWSE,passive_equity,False,杜俊雄,臺灣指數公司特選臺灣上市上櫃科技優息指數,2023-06-01,2023-06-09,2024-01-01,國內成分證券指數股票型基金,否,4692139000,復華台灣科技優息ETF證券投資信託基金,Fuh Hwa Taiwan Technology Dividend Highlight ETF,twse_opendata
00930,永豐ESG低碳高息,TWSE,passive_equity,False,陳思寬,臺灣指數公司特選臺灣上市上櫃ESG低碳高息40指數,2023-07-07,2023-07-13,2024-01-01,國內成分證券指數股票型基金,否,145779000,永豐台灣ESG低碳高息40ETF證券投資信託基金,SinoPac Taiwan ESG Low Carbon High Dividend ETF,twse_opendata
00932,兆豐永續高息等權,TWSE,passive_equity,False,陳佩君,臺灣ESG永續高股息等權重指數,2023-08-22,2023-09-01,2024-01-01,國內成分證券指數股票型基金,否,158283000,兆豐台灣ESG永續高股息等權重ETF證券投資信託基金,Mega Taiwan ESG High Dividend Equal Weight ETF,twse_opendata
00934,中信成長高股息,TWSE,passive_equity,False,陳金榮,臺灣指數公司特選臺灣上市上櫃優選成長高股息指數,2023-10-25,2023-11-01,2024-01-01,國內成分證券指數股票型基金,否,409526000,中國信託臺灣優選成長高股息ETF證券投資信託基金,CTBC TIP Customized Taiwan Growth and High Dividend ETF,twse_opendata
00935,野村臺灣新科技50,TWSE,passive_equity,False,毛昱文,臺灣指數公司特選臺灣上市上櫃FactSet創新科技50指數,2023-10-23,2023-11-01,2024-01-01,國內成分證券指數股票型基金,否,589004000,野村臺灣創新科技50 ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan Innovative Technology 50 ETF,twse_opendata
00936,台新永續高息中小型ETF,TWSE,passive_equity,False,賴昭吟,台灣永續高息中小型指數,2023-10-30,2023-11-08,2024-01-01,國內成分證券指數股票型基金,否,252797000,台新臺灣永續高息中小型ETF證券投資信託基金,Taishin TIP Customized Taiwan ESG High Dividend Small/Mid-Cap ETF,twse_opendata
00938,凱基優選30,TWSE,passive_equity,False,丁紹曾,臺灣指數公司特選臺灣上市上櫃優選多因子30指數,2024-10-14,2024-10-23,2024-10-14,國內成分證券指數股票型基金,否,81516000,凱基台灣優選30 ETF證券投資信託基金,KGI Taiwan Premium Selection 30 ETF,twse_opendata
00939,統一台灣高息動能ETF基金,TWSE,passive_equity,False,鄧潤澤,特選臺灣高息動能指數,2024-03-08,2024-03-20,2024-03-08,國內成分證券指數股票型基金,否,1249476000,統一台灣高息動能ETF證券投資信託基金,UPAMC Taiwan High Dividend Momentum ETF,twse_opendata
00940,元大台灣價值高息,TWSE,passive_equity,False,劉宗聖,臺灣指數公司特選臺灣價值高息指數,2024-03-18,2024-04-01,2024-03-18,國內成分證券指數股票型基金,否,5905365000,元大臺灣價值高息ETF證券投資信託基金,Yuanta Taiwan Value High Dividend ETF,twse_opendata
00941,中信上游半導體,TWSE,passive_equity,False,陳金榮,NYSE FactSet 上游半導體指數,2024-03-06,2024-03-15,2024-03-06,國外成分證券指數股票型基金,是,456791000,中國信託上游半導體ETF證券投資信託基金,CTBC Upstream Semiconductor ETF,twse_opendata
00943,兆豐電子高息等權,TWSE,passive_equity,False,陳佩君,臺灣電子成長高息等權重指數,2024-05-09,2024-05-20,2024-05-09,國內成分證券指數股票型基金,否,42389000,兆豐台灣電子成長高息等權重ETF證券投資信託基金,Mega Taiwan IT Growth and High Dividend Equal Weight ETF,twse_opendata
00944,野村趨勢動能高息,TWSE,passive_equity,False,毛昱文,臺灣指數公司特選臺灣上市上櫃FactSet臺灣趨勢動能高股息指數,2024-04-29,2024-05-09,2024-04-29,國內成分證券指數股票型基金,否,59081000,野村臺灣趨勢動能高股息ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan Momentum High Dividend ETF,twse_opendata
00945B,凱基美國非投等債,TWSE,bond,False,丁紹曾,彭博美國企業非投資等級1-5年Ba至B債券指數,2024-04-22,2024-05-02,2024-04-22,國外成分證券指數股票型基金,是,856818000,凱基美國優選收益非投資等級債券ETF證券投資信託基金,KGI US Premium Selection High Yield Bond ETF,twse_opendata
00946,群益科技高息成長,TWSE,passive_equity,False,賴政昇,臺灣指數公司特選臺灣上市上櫃科技高息成長指數,2024-04-29,2024-05-09,2024-04-29,國內成分證券指數股票型基金,否,493746000,群益台灣科技高息成長ETF證券投資信託基金,CAPITAL TAIWAN TECH HIGH DIVIDEND AND GROWTH ETF,twse_opendata
00947,台新臺灣IC設計動能ETF基金,TWSE,passive_equity,False,賴昭吟,台灣IC設計動能指數,2024-05-31,2024-06-12,2024-05-31,國內成分證券指數股票型基金,否,196864000,台新臺灣IC設計動能ETF證券投資信託基金,Taishin Taiwan IC Design and Momentum ETF,twse_opendata
00949,復華日本龍頭,TWSE,passive_equity,False,杜俊雄,NYSE FactSet日本護城河優勢龍頭企業指數,2024-06-20,2024-07-01,2024-06-20,國外成分證券指數股票型基金,是,195928000,復華日本護城河優勢龍頭企業ETF證券投資信託基金,Fuh Hwa Japan Global Moat Leaders ETF,twse_opendata
00951,台新日本半導體ETF,TWSE,passive_equity,False,賴昭吟,NYSE FactSet日本半導體指數,2024-07-16,2024-07-25,2024-07-16,國外成分證券指數股票型基金,是,219042000,台新日本半導體ETF證券投資信託基金,Taishin NYSE FactSet Japan Semiconductor ETF,twse_opendata
00952,凱基台灣AI 50,TWSE,passive_equity,False,丁紹曾,臺灣指數公司特選臺灣上市上櫃FactSet優選AI 50指數,2024-08-26,2024-09-05,2024-08-26,國內成分證券指數股票型基金,否,229275000,凱基優選台灣AI 50 ETF證券投資信託基金,KGI Taiwan Premium Selection AI 50 ETF,twse_opendata
00953B,群益優選非投等債,TWSE,bond,False,賴政昇,ICE 1-5 年 BB-B 級成熟市場信用優息美元非投資等級債券指數,2024-08-12,2024-08-21,2024-08-12,國外成分證券指數股票型基金,是,4405675000,群益優選收益非投資等級債券ETF證券投資信託基金,CAPITAL BB-B COUPON ENHANCED HIGH YIELD BOND EXCHANGE TRADED FUND,twse_opendata
00954,中信日本半導體,TWSE,passive_equity,False,陳金榮,NYSE FactSet 日本半導體指數,2024-08-09,2024-08-20,2024-08-09,國外成分證券指數股票型基金,是,99247000,中國信託日本ETF傘型證券投資信託基金之中國信託日本半導體ETF證券投資信託基金,CTBC Japan Semiconductor ETF,twse_opendata
00956,中信日經高股息,TWSE,passive_equity,False,陳金榮,日經高股息50指數,2024-08-09,2024-08-20,2024-08-09,國外成分證券指數股票型基金,是,34630000,中國信託日本ETF傘型證券投資信託基金之中國信託日經高股息50ETF證券投資信託基金,CTBC Nikkei High Dividend Yield 50 ETF,twse_opendata
00960,野村全球航運龍頭,TWSE,passive_equity,False,毛昱文,NYSE FactSet全球航運龍頭息收指數,2024-09-09,2024-09-20,2024-09-09,國外成分證券指數股票型基金,是,68495000,野村全球航運龍頭息收ETF證券投資信託基金,NEXT FUNDS - Nomura Global Shipping Leaders Income ETF,twse_opendata
00961,FT臺灣永續高息,TWSE,passive_equity,False,黃書明,NYSE臺灣ESG高息指數,2024-10-04,2024-10-15,2024-10-04,國內成分證券指數股票型基金,否,171011000,富蘭克林華美臺灣ESG永續高息ETF證券投資信託基金,Franklin Templeton SinoAm Taiwan ESG High Dividend ETF,twse_opendata
00962,台新AI優息動能基金,TWSE,passive_equity,False,賴昭吟,台灣AI優息動能指數,2024-11-27,2024-12-06,2024-11-27,國內成分證券指數股票型基金,否,48420000,台新臺灣AI優息動能ETF證券投資信託基金,Taishin Taiwan AI High Dividend and Momentum ETF,twse_opendata
00963,中信全球高股息,TWSE,passive_equity,False,陳金榮,NYSE 全球特選高股息自由現金流指數,2024-11-05,2024-11-14,2024-11-05,國外成分證券指數股票型基金,是,88933000,中國信託優息ETF傘型證券投資信託基金之中國信託全球高股息ETF證券投資信託基金,CTBC Global High Dividend ETF,twse_opendata
00964,中信亞太高股息,TWSE,passive_equity,False,陳金榮,NYSE 亞太高股息指數,2024-11-05,2024-11-14,2024-11-05,國外成分證券指數股票型基金,是,66124000,中國信託優息ETF傘型證券投資信託基金之中國信託亞太高股息ETF證券投資信託基金,CTBC Asia Pacific High Dividend ETF,twse_opendata
00965,元大航太防衛科技,TWSE,passive_equity,False,劉宗聖,NYSE FactSet全球航太與防衛科技指數,2024-11-05,2024-11-26,2024-11-05,國外成分證券指數股票型基金,是,515492000,元大全球航太與防衛科技ETF證券投資信託基金,Yuanta Global Aerospace and Defense Technology ETF,twse_opendata
00971,野村美國研發龍頭,TWSE,passive_equity,False,毛昱文,彭博研發龍頭指數,2024-12-26,2025-01-09,2024-12-26,國外成分證券指數股票型基金,是,70177000,野村美日ETF傘型證券投資信託基金之美國創新研發龍頭ETF證券投資信託基金,NEXT FUNDS – Nomura US R&amp;D Leaders Select ETF,twse_opendata
00972,野村日本動能高息,TWSE,passive_equity,False,毛昱文,彭博日本價值動能高息指數,2024-12-26,2025-01-09,2024-12-26,國外成分證券指數股票型基金,是,20172000,野村美日ETF傘型證券投資信託基金之日本價值動能高息ETF證券投資信託基金,NEXT FUNDS – Nomura Japan Value-creation Momentum Dividend ETF,twse_opendata
009800,中信NASDAQ,TWSE,passive_equity,False,陳金榮,美國納斯達克100指數,2025-01-20,2025-02-11,2025-01-20,國外成分證券指數股票型基金,是,290891000,中國信託美國傘型證券投資信託基金之中國信託NASDAQ 100 ETF證券投資信託基金,CTBC NASDAQ 100 ETF,twse_opendata
009801,中信美國創新科技,TWSE,passive_equity,False,陳金榮,Solactive美國創新科技指數,2025-01-20,2025-02-11,2025-01-20,國外成分證券指數股票型基金,是,117119000,中國信託美國傘型證券投資信託基金之中國信託美國創新科技ETF證券投資信託基金,CTBC US Innovation Technology ETF,twse_opendata
009802,富邦旗艦50,TWSE,passive_equity,False,黃昭棠,臺灣指數公司台灣上市上櫃旗艦動能50指數,2025-03-06,2025-03-19,2025-03-06,國內成分證券指數股票型基金,否,522495000,富邦台灣旗艦動能50 ETF證券投資信託基金,Fubon Taiwan Flagship Momentum 50 ETF,twse_opendata
009803,玉山市值動能50,TWSE,passive_equity,False,陳茂欽,臺灣指數公司特選FactSet臺灣市值動能50指數,2025-03-03,2025-03-13,2025-03-03,國內成分證券指數股票型基金,否,131328000,玉山臺灣市值動能50 ETF證券投資信託基金,E.SUN Taiwan Market Capitalization Momentum 50 ETF,twse_opendata
009804,聯邦台灣精彩50ETF基金,TWSE,passive_equity,False,涂洪茂,富時臺灣證券交易所臺灣50權重上限30%指數,2025-03-31,2025-04-16,2025-03-31,國內成分證券指數股票型基金,否,118892000,聯邦台灣精彩50ETF證券投資信託基金,Union Taiwan 50 30% Capped ETF,twse_opendata
009805,新光美國電力基建,TWSE,passive_equity,False,賴昭吟,NYSE FactSet美國電力基建息收指數,2025-05-02,2025-05-13,2025-05-02,國外成分證券指數股票型基金,是,702816000,新光美國電力基建息收ETF證券投資信託基金,Shin Kong US Electricity Infrastructure Quality Income ETF,twse_opendata
009808,華南永昌優選50,TWSE,passive_equity,False,蕭玉美,臺灣護城河概念優選 50 指數,2025-05-06,2025-05-16,2025-05-06,國內成分證券指數股票型基金,否,42511000,華南永昌台灣優選50ETF證券投資信託基金,Hua Nan Taiwan Moat Select 50 ETF,twse_opendata
009809,富邦淨零ESG50,TWSE,passive_equity,False,黃昭棠,S&amp;P TIP臺灣淨零轉型ESG 50指數,2025-09-30,2025-10-14,2025-09-30,國內成分證券指數股票型基金,否,34863000,富邦台灣淨零轉型ESG 50 ETF證券投資信託基金,Fubon Taiwan NET ZERO ESG 50 ETF,twse_opendata
00980A,主動野村臺灣優選,TWSE,active_equity,False,毛昱文,不適用,2025-04-22,2025-05-05,2025-04-22,國內成分證券主動式交易所交易基金(股票),否,768730000,野村臺灣智慧優選主動式ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan SMART Select Active ETF,twse_opendata
009810,玉山全球藍籌100,TWSE,passive_equity,False,陳茂欽,標普全球100指數,2025-07-07,2025-07-16,2025-07-07,國外成分證券指數股票型基金,是,19654000,玉山全球跨國藍籌100 ETF證券投資信託基金,E.SUN Global 100 ETF,twse_opendata
009811,統一美國50ETF基金,TWSE,passive_equity,False,鄧潤澤,NYSE 美國50指數,2025-07-24,2025-07-29,2025-07-24,國外成分證券指數股票型基金,是,291450000,統一美國50ETF證券投資信託基金,UPAMC NYSE US 50 ETF,twse_opendata
009812,野村日本東證,TWSE,passive_equity,False,毛昱文,東證股價總報酬指數,2025-09-08,2025-09-18,2025-09-08,連結式證券指數股票型基金,是,111882000,野村日本東證ETF證券投資信託基金,NEXT FUNDS – Nomura TOPIX Feeder ETF,twse_opendata
009813,貝萊德標普卓越50,TWSE,passive_equity,False,謝宛芝,標普500卓越50指數,2025-10-08,2025-10-20,2025-10-08,國外成分證券指數股票型基金,是,447824000,貝萊德iShares 安碩標普500卓越50 ETF 證券投資信託基金,BlackRock iShares S&amp;P 500 Top 50 ETF,twse_opendata
009816,凱基台灣TOP50,TWSE,passive_equity,False,丁紹曾,臺灣指數公司特選臺灣TOP 50指數,2026-01-22,2026-02-03,2026-01-22,國內成分證券指數股票型基金,否,8679344000,凱基台灣 TOP 50 ETF證券投資信託基金,KGI Taiwan TOP 50 ETF,twse_opendata
009817,國泰大和日本不動產收息ETF基金,TWSE,passive_equity,False,李偉正,東証REIT總報酬指數,2026-01-26,2026-02-06,2026-01-26,連結式證券指數股票型基金,是,282936000,國泰大和日本不動產收息ETF證券投資信託基金,Cathay Daiwa Japan REITs Dividend Income ETF,twse_opendata
009818,華南永昌NASDAQxT,TWSE,passive_equity,False,蕭玉美,NASDAQ 100 科技市值加權指數,2026-03-11,2026-03-23,2026-03-11,國外成分證券指數股票型基金,是,63152000,華南永昌NASDAQ 100科技ETF證券投資信託基金,Hua Nan NASDAQ 100 Technology ETF,twse_opendata
009819,中信數據及電力,TWSE,passive_equity,False,陳金榮,NYSE TIP數據中心及電力指數,2026-04-14,2026-04-23,2026-04-14,國外成分證券指數股票型基金,是,658745000,中國信託美國數據中心及電力ETF證券投資信託基金,CTBC Data Center &amp; Electricity Infrastructure ETF,twse_opendata
00981A,主動統一台股增長,TWSE,active_equity,False,鄧潤澤,不適用,2025-05-15,2025-05-27,2025-05-15,國內成分證券主動式交易所交易基金(股票),否,9090709000,統一台股增長主動式ETF證券投資信託基金,UPAMC  Taiwan Growth Active ETF,twse_opendata
00981T,平衡凱基雙核收息,TWSE,passive_equity,False,丁紹曾,臺灣指數公司 ICE雙核債股平衡指數,2025-09-06,2025-09-24,2025-09-06,國外成分證券平衡型指數股票型基金,是,176761000,凱基雙核收息債股平衡ETF證券投資信託基金,KGI Dual-Core Income Balanced ETF,twse_opendata
009820,元大納斯達克精選,TWSE,passive_equity,False,劉宗聖,納斯達克100增強成長指數,2026-04-15,2026-04-23,2026-04-15,國外成分證券指數股票型基金,是,1768202000,元大納斯達克100增強成長精選ETF證券投資信託基金,Yuanta Nasdaq-100 Enhanced Growth ETF,twse_opendata
00982A,主動群益台灣強棒,TWSE,active_equity,False,賴政昇,不適用,2025-05-13,2025-05-22,2025-05-13,國內成分證券主動式交易所交易基金(股票),否,2343436000,群益台灣精選強棒主動式ETF證券投資信託基金,CAPITAL TAIWAN SELECT PREMIUM ACTIVE EXCHANGE TRADED FUND,twse_opendata
00982D,主動富邦動態入息,TWSE,bond,False,黃昭棠,不適用,2025-09-30,2025-10-14,2025-09-30,國外成分證券主動式交易所交易基金(債券),是,83229000,富邦優選收益傘型證券投資信託基金之富邦環球動態入息投資級債主動式ETF證券投資信託基金,Fubon Global Dynamic Income Investment Grade Bond Active ETF,twse_opendata
00982T,平衡兆豐台美動能,TWSE,passive_equity,False,陳佩君,Mega TW-US Momentum Balanced ETF,2025-12-16,2025-12-26,2025-12-16,國外成分證券平衡型指數股票型基金,是,19097000,兆豐台美動能股債平衡ETF證券投資信託基金,Mega Taiwan-U.S. Momentum Balanced,twse_opendata
00983A,主動中信ARK創新,TWSE,active_equity,False,陳金榮,不適用,2025-06-10,2025-06-18,2025-06-10,國外成分證券主動式交易所交易基金(股票),是,217186000,中國信託ARK創新主動式ETF證券投資信託基金,CTBC ARK Innovation Active ETF,twse_opendata
00983D,主動富邦複合收益,TWSE,bond,False,黃昭棠,不適用,2025-09-30,2025-10-14,2025-09-30,國外成分證券主動式交易所交易基金(債券),是,105197000,富邦優選收益傘型證券投資信託基金之富邦環球複合優選收益債主動式ETF證券投資信託基金,Fubon Global Selective Income Bond Active ETF,twse_opendata
00984A,主動安聯台灣高息,TWSE,active_equity,False,Delia Poon LANG,不適用,2025-07-03,2025-07-14,2025-07-03,國內成分證券主動式交易所交易基金(股票),否,452958000,安聯台灣高息成長主動式ETF證券投資信託基金,Allianz Global Investors Taiwan Dividend and Growth Equity Active ETF,twse_opendata
00984D,主動聯博全球非投,TWSE,bond,False,翁振國,不適用,2026-01-22,2026-02-04,2026-01-22,國外成分證券主動式交易所交易基金(債券),是,254557000,聯博優選全球非投資等級債券主動式ETF證券投資信託基金,ABITL Select Global High Yield Active ETF,twse_opendata
00985A,主動野村台灣50,TWSE,active_equity,False,毛昱文,不適用,2025-07-08,2025-07-21,2025-07-08,國內成分證券主動式交易所交易基金(股票),否,513789000,野村臺灣增強50主動式ETF證券投資信託基金,NEXT FUNDS – Nomura Taiwan 50 Enhanced Equity Active ETF,twse_opendata
00985B,群益ESG投等債0-5,TWSE,bond,False,賴政昇,ICE ESG 0-5年期BBB級成熟市場大型美元公司債指數,2025-09-02,2025-09-11,2025-09-02,國外成分證券指數股票型基金,是,513501000,群益0-5年期ESG投資等級公司債ETF證券投資信託基金,CAPITAL 0-5 YEAR ESG INVESTMENT GRADE CORPORATE BOND EXCHANGE TRADED FUND,twse_opendata
00986A,主動台新龍頭成長,TWSE,active_equity,False,賴昭吟,不適用,2025-08-18,2025-08-27,2025-08-18,國外成分證券主動式交易所交易基金(股票),是,43327000,台新全球龍頭成長主動式ETF證券投資信託基金,Taishin Global Growth Leaders Active ETF,twse_opendata
00987A,主動台新優勢成長,TWSE,active_equity,False,賴昭吟,不適用,2025-12-16,2025-12-30,2025-12-16,國內成分證券主動式交易所交易基金(股票),否,203643000,台新臺灣優勢成長主動式ETF證券投資信託基金,Taishin Taiwan Growth Dominance Active ETF,twse_opendata
00988A,主動統一全球創新,TWSE,active_equity,False,鄧潤澤,不適用,2025-10-21,2025-11-05,2025-10-21,國外成分證券主動式交易所交易基金(股票),是,1999937000,統一全球創新主動式ETF證券投資信託基金,UPAMC Global Innovation Active ETF,twse_opendata
00989A,主動摩根美國科技,TWSE,active_equity,False,唐德瑜,不適用,2025-10-14,2025-10-22,2025-10-14,國外成分證券主動式交易所交易基金(股票),是,84117000,摩根大美國領先科技主動式ETF證券投資信託基金,JPMorgan(Taiwan) U.S. Tech Leaders Active ETF,twse_opendata
00990A,主動元大AI新經濟,TWSE,active_equity,False,劉宗聖,不適用,2025-12-02,2025-12-22,2025-12-02,國外成分證券主動式交易所交易基金(股票),是,1798022000,元大全球AI新經濟主動式ETF證券投資信託基金,Yuanta Global AI New Economy Active ETF,twse_opendata
00991A,主動復華未來50,TWSE,active_equity,False,杜俊雄,不適用,2025-12-09,2025-12-18,2025-12-09,國內成分證券主動式交易所交易基金(股票),否,2651416000,復華台灣未來50主動式ETF證券投資信託基金,Fuh Hwa Taiwan Future 50 Active ETF,twse_opendata
00992A,主動群益科技創新,TWSE,active_equity,False,賴政昇,不適用,2025-12-16,2025-12-30,2025-12-16,國內成分證券主動式交易所交易基金(股票),否,2882955000,群益台灣科技創新主動式ETF證券投資信託基金,Capital Taiwan Technology Innovation Active ETF,twse_opendata
00993A,主動安聯台灣,TWSE,active_equity,False,Delia Poon LANG,不適用,2026-01-20,2026-02-03,2026-01-20,國內成分證券主動式交易所交易基金(股票),否,883591000,安聯台灣主動式ETF證券投資信託基金,Allianz Global Investors Taiwan Equity Active ETF,twse_opendata
